SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
47,1800-1860,6,42.67,54.42,9
47,1800-1860,7,40.65,56.74,15
47,1860-1920,1,86.77,126.55,23
47,1860-1920,2,32.63,48.98,10
47,1860-1920,3,59.6,147.25,20
47,1860-1920,4,0.01,4.58,1
47,1860-1920,5,45.52,108.85,14
47,1860-1920,6,20.75,56.12,7
47,1860-1920,7,40.79,69.59,23
47,1920-1980,1,62.71,122.15,17
47,1920-1980,2,21.83,44.48,6
47,1920-1980,3,137.96,147.51,20
47,1920-1980,4,0.8,10.37,3
47,1920-1980,5,42.45,126.24,18
47,1920-1980,6,58.6,117.14,14
47,1920-1980,7,51.65,81.21,23
47,1980-2040,1,60.51,108.5,20
47,1980-2040,2,11.39,24.78,7
47,1980-2040,3,134.63,147.48,19
47,1980-2040,4,1.82,9.51,1
47,1980-2040,5,68.13,140.25,18
47,1980-2040,6,171.83,209.59,16
47,1980-2040,7,25.91,63.14,11
47,2040-2100,1,51.74,84.88,22
47,2040-2100,2,30.04,52.58,9
47,2040-2100,3,49.37,104.25,21
47,2040-2100,4,0,0,0
47,2040-2100,5,77.24,121.44,19
47,2040-2100,6,201.4,217.11,38
47,2040-2100,7,14.68,47.19,11
47,2100-2160,1,35.88,83.96,9
47,2100-2160,2,49.11,55.29,9
47,2100-2160,3,62.17,120.5,20
47,2100-2160,4,0.62,11.14,2
47,2100-2160,5,80.44,138.52,18
47,2100-2160,6,197.28,219.55,24
47,2100-2160,7,9.61,18.28,6
47,2160-2220,1,5.73,24.8,7
47,2160-2220,2,52.68,62.42,5
47,2160-2220,3,46.34,90.94,14
47,2160-2220,4,4.03,18.85,3
47,2160-2220,5,45.32,138.51,12
47,2160-2220,6,193.48,218.87,33
47,2160-2220,7,18.24,50.05,13
47,2220-2280,1,15.82,32.52,7
47,2220-2280,2,73.24,116.98,17
47,2220-2280,3,21.66,73.15,11
47,2220-2280,4,1.26,18.66,3
47,2220-2280,5,25.45,50.79,7
47,2220-2280,6,184.24,212.77,29
47,2220-2280,7,26.08,55.6,9
47,2280-2340,1,28.36,57.07,9
47,2280-2340,2,73.18,123.46,13
47,2280-2340,3,14.84,46.27,10
47,2280-2340,4,0.09,10.75,1
47,2280-2340,5,30.15,68.69,8
47,2280-2340,6,181.99,224.67,32
47,2280-2340,7,17.81,44.05,9
47,2340-2400,1,16.81,55.49,13
47,2340-2400,2,39.05,63.76,13
47,2340-2400,3,22.1,63.9,14
47,2340-2400,4,6.1,37.48,6
47,2340-2400,5,24.82,58.48,9
47,2340-2400,6,162.56,204.51,26
47,2340-2400,7,12.77,22.06,7
47,2400-2460,1,18.03,56.5,9
47,2400-2460,2,55.24,85.15,11
47,2400-2460,3,27.4,71.76,13
47,2400-2460,4,0.66,12.73,2
47,2400-2460,5,27.65,49.77,8
47,2400-2460,6,106.65,166.21,18
47,2400-2460,7,18.75,47.45,7
47,2460-2520,1,36.16,95.1,10
47,2460-2520,2,73.42,102.36,15
47,2460-2520,3,43.91,112.3,18
47,2460-2520,4,0,0,0
47,2460-2520,5,31.39,99.25,14
47,2460-2520,6,71.94,89.44,11
47,2460-2520,7,13.82,44.1,15
47,2520-2580,1,16.85,53.32,19
47,2520-2580,2,72,101.52,17
47,2520-2580,3,70.73,147.72,18
47,2520-2580,4,2,18.43,3
47,2520-2580,5,90.63,140.06,18
47,2520-2580,6,60.32,93.5,12
47,2520-2580,7,84.26,117.43,52
47,2580-2640,1,32.77,72.3,12
47,2580-2640,2,58.95,96.69,10
47,2580-2640,3,87.64,148.93,20
47,2580-2640,4,7.14,30.91,4
47,2580-2640,5,65.45,138.03,15
47,2580-2640,6,52.33,69.29,8
47,2580-2640,7,153.93,204.96,41
47,2640-2700,1,18.04,44.58,11
47,2640-2700,2,59.78,98.52,17
47,2640-2700,3,70.26,146.55,22
47,2640-2700,4,9.6,44.12,7
47,2640-2700,5,74.32,141.8,12
47,2640-2700,6,34.34,66.77,9
47,2640-2700,7,137.97,210.69,45
47,2700-2760,1,16.67,33.44,8
47,2700-2760,2,63.39,97.43,13
47,2700-2760,3,76.97,147.49,28
47,2700-2760,4,0,0,0
47,2700-2760,5,8.63,58.38,3
47,2700-2760,6,21.55,44.8,5
47,2700-2760,7,200.46,268.04,44
47,2760-2820,1,5.3,29.26,4
47,2760-2820,2,46.61,70.35,11
47,2760-2820,3,123.9,148.81,16
47,2760-2820,4,6.53,23.55,4
47,2760-2820,5,7.63,23.43,5
47,2760-2820,6,15.11,37.97,7
47,2760-2820,7,150.19,198.02,28
47,2820-2880,1,1.79,11.76,2
47,2820-2880,2,33.78,61.93,12
47,2820-2880,3,89,147.48,28
47,2820-2880,4,0.05,5.3,1
47,2820-2880,5,6.43,37.19,2
47,2820-2880,6,10.17,26.3,5
47,2820-2880,7,134.44,229.59,27
47,2880-2940,1,6.7,32.94,9
47,2880-2940,2,22.74,37.68,5
47,2880-2940,3,55.63,117.16,21
47,2880-2940,4,0.05,4.92,1
47,2880-2940,5,1.78,10.91,3
47,2880-2940,6,13.29,25.1,7
47,2880-2940,7,97.76,118.32,22
47,2940-3000,1,15.84,32.22,8
47,2940-3000,2,13.43,25.1,6
47,2940-3000,3,52.14,103.43,15
47,2940-3000,4,0,0,0
47,2940-3000,5,9.44,37.84,6
47,2940-3000,6,2.24,19.04,4
47,2940-3000,7,107.91,162.78,24
47,3000-3060,1,10.99,31.12,8
47,3000-3060,2,4.56,17.9,6
47,3000-3060,3,26.47,71.07,12
47,3000-3060,4,0.01,4.55,1
47,3000-3060,5,40.67,114.4,17
47,3000-3060,6,0.94,18.62,3
47,3000-3060,7,116.21,189.71,16
47,3060-3120,1,22.11,50.2,8
47,3060-3120,2,9.15,18.3,4
47,3060-3120,3,13.52,46.84,9
47,3060-3120,4,0,0,0
47,3060-3120,5,7.12,23.26,2
47,3060-3120,6,11.91,19.34,6
47,3060-3120,7,52.66,82.73,21
47,3120-3180,1,11.21,37.6,7
47,3120-3180,2,8.15,25.71,5
47,3120-3180,3,49.28,122.25,31
47,3120-3180,4,0,0,0
47,3120-3180,5,19.27,56.21,10
47,3120-3180,6,5.03,18.46,4
47,3120-3180,7,64.18,94.63,26
47,3180-3240,1,9.61,43.94,4
47,3180-3240,2,14.65,43.73,8
47,3180-3240,3,34.17,91.01,26
47,3180-3240,4,0.03,4.94,1
47,3180-3240,5,50.38,108.71,14
47,3180-3240,6,11.13,31.15,9
47,3180-3240,7,64.8,114.27,22
47,3240-3300,1,9.98,25.84,7
47,3240-3300,2,28.18,51.29,8
47,3240-3300,3,24.06,56.07,18
47,3240-3300,4,2.71,23.01,3
47,3240-3300,5,27.64,92.91,16
47,3240-3300,6,22.4,49.54,8
47,3240-3300,7,87.63,121.15,19
47,3300-3360,1,11.56,33.31,11
47,3300-3360,2,19.04,33.83,6
47,3300-3360,3,19.98,51.47,16
47,3300-3360,4,1.41,9.91,2
47,3300-3360,5,29.48,66.03,8
47,3300-3360,6,17.14,43.62,6
47,3300-3360,7,67.09,104.31,18
47,3360-3420,1,23.49,39.83,15
47,3360-3420,2,22.63,70.14,13
47,3360-3420,3,14.04,37.91,6
47,3360-3420,4,1.67,19.53,3
47,3360-3420,5,20.09,58.11,8
47,3360-3420,6,6.71,17.48,2
47,3360-3420,7,42.48,90.2,15
47,3420-3480,1,15.56,42.91,6
47,3420-3480,2,37.07,58.76,10
47,3420-3480,3,14.14,57.09,12
47,3420-3480,4,7.88,35.96,6
47,3420-3480,5,20.98,56.3,8
47,3420-3480,6,6.78,18.24,4
47,3420-3480,7,45.59,71.28,13
47,3480-3540,1,16.19,39.41,11
47,3480-3540,2,8.48,12.66,3
47,3480-3540,3,9.66,33.98,9
47,3480-3540,4,1.86,11.9,2
47,3480-3540,5,22.16,49.83,7
47,3480-3540,6,4.41,11.18,1
47,3480-3540,7,82.43,122.75,30
47,3540-3600,1,13.92,45.62,5
47,3540-3600,2,22.81,38.49,8
47,3540-3600,3,15.94,53.01,11
47,3540-3600,4,0.03,4.69,1
47,3540-3600,5,44.83,102.09,16
47,3540-3600,6,8.02,36.64,6
47,3540-3600,7,182.71,263.63,42
47,3600-3660,1,13.62,37.35,12
47,3600-3660,2,21.53,38.3,9
47,3600-3660,3,19.47,70.35,5
47,3600-3660,4,4.23,36.37,6
47,3600-3660,5,33.27,115.07,10
47,3600-3660,6,0.41,13.13,2
47,3600-3660,7,166.48,262.99,21
47,3660-3720,1,15.67,36.46,5
47,3660-3720,2,12.39,24.42,6
47,3660-3720,3,13.19,52.79,8
47,3660-3720,4,0.01,4.39,1
47,3660-3720,5,7.62,25.58,3
47,3660-3720,6,10.56,31.32,6
47,3660-3720,7,155.16,260.88,38
47,3720-3780,1,10.06,32.9,7
47,3720-3780,2,20.46,31.07,6
47,3720-3780,3,24.99,77.91,8
47,3720-3780,4,4.34,17.21,3
47,3720-3780,5,12.92,31.17,5
47,3720-3780,6,13.03,36.67,4
47,3720-3780,7,198.88,260.08,36
47,3780-3840,1,7.84,39.1,4
47,3780-3840,2,10.29,38.44,9
47,3780-3840,3,9.14,49.99,5
47,3780-3840,4,5.93,25.72,4
47,3780-3840,5,13.8,31.98,5
47,3780-3840,6,3.1,11.64,3
47,3780-3840,7,241.78,310.03,53
47,3840-3900,1,12.82,32.72,7
47,3840-3900,2,38.38,78.66,12
47,3840-3900,3,13.3,50.3,10
47,3840-3900,4,0,0,0
47,3840-3900,5,8.59,29.97,5
47,3840-3900,6,6.49,11.95,3
47,3840-3900,7,362.78,429.39,44
47,3900-3960,1,13.71,31,7
47,3900-3960,2,41.45,52.05,9
47,3900-3960,3,11.97,49.47,4
47,3900-3960,4,3.21,11.21,2
47,3900-3960,5,13.5,42.21,5
47,3900-3960,6,8.27,23.19,5
47,3900-3960,7,167.7,244.01,37
47,3960-4020,1,12.47,61.03,7
47,3960-4020,2,51.59,95.93,13
47,3960-4020,3,13.9,31.23,13
47,3960-4020,4,2.77,12.23,2
47,3960-4020,5,15.34,55.02,7
47,3960-4020,6,0.16,5.09,2
47,3960-4020,7,200.92,289.19,33
47,4020-4080,1,3.01,18.3,5
47,4020-4080,2,47.97,70.65,13
47,4020-4080,3,10.58,24.04,11
47,4020-4080,4,3.71,23.38,4
47,4020-4080,5,9.33,30.98,5
47,4020-4080,6,3.19,11.7,3
47,4020-4080,7,120.09,179.85,31
47,4080-4140,1,8.74,23.64,8
47,4080-4140,2,38.52,73.66,14
47,4080-4140,3,9.63,37.7,12
47,4080-4140,4,2.13,11.05,2
47,4080-4140,5,19.09,59.11,9
47,4080-4140,6,5.92,13.33,3
47,4080-4140,7,148.96,227.14,32
47,4140-4200,1,13.07,31.13,8
47,4140-4200,2,48.73,73.82,15
47,4140-4200,3,21.05,39.21,9
47,4140-4200,4,0.94,12.61,2
47,4140-4200,5,28.9,106.48,14
47,4140-4200,6,9.25,24.11,4
47,4140-4200,7,79.75,156.4,13
47,4200-4260,1,11.84,50.56,8
47,4200-4260,2,39.38,51.58,11
47,4200-4260,3,24.08,43.44,10
47,4200-4260,4,0.05,5.06,1
47,4200-4260,5,5.94,29.87,3
47,4200-4260,6,6.33,20.67,4
47,4200-4260,7,50.74,70.23,9
47,4260-4320,1,21.35,74.3,7
47,4260-4320,2,55.27,99.35,15
47,4260-4320,3,24.45,77.44,14
47,4260-4320,4,5.72,21.98,2
47,4260-4320,5,6.16,17.6,5
47,4260-4320,6,2.62,19.26,2
47,4260-4320,7,34.86,76.34,12
47,4320-4380,1,13.45,25.87,7
47,4320-4380,2,80.08,98.37,14
47,4320-4380,3,27.16,84.34,7
47,4320-4380,4,1.98,30.33,1
47,4320-4380,5,11.6,37.24,3
47,4320-4380,6,11.72,24.81,4
47,4320-4380,7,35.1,51.79,11
47,4380-4440,1,10.02,45.32,6
47,4380-4440,2,64.99,89.25,10
47,4380-4440,3,26.08,94.94,21
47,4380-4440,4,0.14,11,1
47,4380-4440,5,8.35,49.93,9
47,4380-4440,6,14.84,36.95,9
47,4380-4440,7,22.31,39.61,10
47,4440-4500,1,10.46,27.45,5
47,4440-4500,2,49.66,64.1,10
47,4440-4500,3,62.48,146.72,18
47,4440-4500,4,0.98,17.63,1
47,4440-4500,5,21.24,64.65,10
47,4440-4500,6,9.93,16.72,2
47,4440-4500,7,16.33,36.33,7
48,900-960,1,9.3,18.16,3
48,900-960,2,6.97,17.94,4
48,900-960,3,140.82,147.38,25
48,900-960,4,0,0,0
48,900-960,5,58.82,96.5,15
48,900-960,6,71.66,92.69,17
48,900-960,7,53.06,84.86,16
48,960-1020,1,21.14,42.98,6
48,960-1020,2,18.25,38.2,8
48,960-1020,3,141.8,147.65,27
48,960-1020,4,3.69,17.58,3
48,960-1020,5,8.84,23.48,3
48,960-1020,6,76.72,110.07,18
48,960-1020,7,55.01,95.13,26
48,1020-1080,1,3.91,31.39,7
48,1020-1080,2,27.56,51.93,8
48,1020-1080,3,71.16,147.37,13
48,1020-1080,4,2.23,12.11,2
48,1020-1080,5,19.72,49.99,8
48,1020-1080,6,60.81,90.52,12
48,1020-1080,7,76.54,87.47,20
48,1080-1140,1,28.22,43.95,14
48,1080-1140,2,18.46,24.86,6
48,1080-1140,3,68.23,146.51,23
48,1080-1140,4,10.61,44.3,7
48,1080-1140,5,14.4,42.4,7
48,1080-1140,6,44.76,73.36,6
48,1080-1140,7,43.44,62.1,23
48,1140-1200,1,35.13,62.41,17
48,1140-1200,2,10.84,24.25,3
48,1140-1200,3,75.32,147.12,22
48,1140-1200,4,3.56,23.76,4
48,1140-1200,5,18.63,34.43,5
48,1140-1200,6,20.63,55.68,8
48,1140-1200,7,62.27,94.11,23
48,1200-1260,1,18.92,32.68,3
48,1200-1260,2,6.92,29.5,7
48,1200-1260,3,32.97,97.41,6
48,1200-1260,4,5.28,24.64,4
48,1200-1260,5,23.62,63.53,10
48,1200-1260,6,54.8,81.75,9
48,1200-1260,7,61.82,95.85,12
48,1260-1320,1,10.67,25.11,5
48,1260-1320,2,7.86,12.37,4
48,1260-1320,3,34.31,122.73,16
48,1260-1320,4,0.04,6.38,1
48,1260-1320,5,13.06,62.67,4
48,1260-1320,6,37.97,57.2,6
48,1260-1320,7,39.62,70.4,18
48,1320-1380,1,8.51,18.1,6
48,1320-1380,2,7.45,24.87,4
48,1320-1380,3,61.3,121.83,14
48,1320-1380,4,0,0,0
48,1320-1380,5,0.75,16.13,2
48,1320-1380,6,3.67,11.76,2
48,1320-1380,7,80.89,104.29,21
48,1380-1440,1,10.48,26.81,6
48,1380-1440,2,18.27,44.89,7
48,1380-1440,3,27.57,58.62,10
48,1380-1440,4,0.02,4.73,1
48,1380-1440,5,6.11,24.27,4
48,1380-1440,6,10.08,17.94,3
48,1380-1440,7,25.22,76.89,10
48,1440-1500,1,20.93,38.54,16
48,1440-1500,2,8.12,18.53,4
48,1440-1500,3,28.69,58.55,14
48,1440-1500,4,1.94,17.58,2
48,1440-1500,5,11.9,29.81,5
48,1440-1500,6,0.08,5.07,1
48,1440-1500,7,25.98,67.27,11
48,1500-1560,1,33.13,89.51,14
48,1500-1560,2,0.06,5.07,1
48,1500-1560,3,14.72,50.03,5
48,1500-1560,4,12.4,36.02,5
48,1500-1560,5,16.43,50.62,7
48,1500-1560,6,5.4,25.09,4
48,1500-1560,7,9.97,29.81,6
48,1560-1620,1,5.37,25.58,2
48,1560-1620,2,10.94,34.19,8
48,1560-1620,3,2.99,24.7,2
48,1560-1620,4,2.55,17.53,2
48,1560-1620,5,16.5,44.63,7
48,1560-1620,6,17.05,43.2,6
48,1560-1620,7,10.8,26.01,6
48,1620-1680,1,4.95,18.13,5
48,1620-1680,2,21.17,37.07,3
48,1620-1680,3,16.31,50.76,14
48,1620-1680,4,1.72,22.75,2
48,1620-1680,5,23.5,67.27,6
48,1620-1680,6,8.6,18.57,3
48,1620-1680,7,13.31,25.89,6
48,1680-1740,1,9.63,24.79,4
48,1680-1740,2,20.78,41.3,8
48,1680-1740,3,11.06,50.05,4
48,1680-1740,4,0.23,6.98,2
48,1680-1740,5,27.61,88.27,10
48,1680-1740,6,10.65,36.21,6
48,1680-1740,7,5.79,17.53,4
48,1740-1800,1,6.94,26.01,6
48,1740-1800,2,34.12,59.09,7
48,1740-1800,3,17.87,46.15,12
48,1740-1800,4,0.01,4.38,1
48,1740-1800,5,12.8,45.76,5
48,1740-1800,6,12.67,40.72,6
48,1740-1800,7,9.9,25.42,5
48,1800-1860,1,15.07,77.52,13
48,1800-1860,2,23.83,33.63,9
48,1800-1860,3,22.58,45.27,12
48,1800-1860,4,0.01,4.37,1
48,1800-1860,5,28.04,95.43,16
48,1800-1860,6,11.67,54.39,5
48,1800-1860,7,8.26,34.5,7
48,1860-1920,1,70.67,142.42,16
48,1860-1920,2,12.5,30.7,6
48,1860-1920,3,28.51,107.5,14
48,1860-1920,4,1.7,11.25,3
48,1860-1920,5,10.27,26.07,6
48,1860-1920,6,5.57,20.01,3
48,1860-1920,7,28.24,80.27,17
48,1920-1980,1,21.56,58.05,15
48,1920-1980,2,14.67,45.89,10
48,1920-1980,3,132.34,147.64,23
48,1920-1980,4,4.53,24.15,4
48,1920-1980,5,38.31,100.55,13
48,1920-1980,6,46.32,78.84,11
48,1920-1980,7,5.73,18.73,6
48,1980-2040,1,4.98,19.03,6
48,1980-2040,2,25.5,43.65,6
48,1980-2040,3,27.01,78.94,22
48,1980-2040,4,9.65,38.58,6
48,1980-2040,5,13.87,45.74,6
48,1980-2040,6,51.26,85.25,9
48,1980-2040,7,7.18,11.35,2
48,2040-2100,1,16.58,45.27,10
48,2040-2100,2,16.87,32.69,6
48,2040-2100,3,63.04,146.01,19
48,2040-2100,4,14.57,38.75,7
48,2040-2100,5,11.46,36.96,6
48,2040-2100,6,50.85,64.47,11
48,2040-2100,7,22,43.63,6
48,2100-2160,1,9.36,24,3
48,2100-2160,2,10.44,29.72,2
48,2100-2160,3,18.03,45.48,12
48,2100-2160,4,0.83,10.67,3
48,2100-2160,5,13.92,32.51,5
48,2100-2160,6,41.72,70.95,6
48,2100-2160,7,15.53,42.7,7
48,2160-2220,1,14.26,44.23,8
48,2160-2220,2,10.68,31.69,6
48,2160-2220,3,20.27,52.62,8
48,2160-2220,4,3.53,17.2,3
48,2160-2220,5,11.41,35.59,3
48,2160-2220,6,16.79,37.82,6
48,2160-2220,7,8.52,31.07,5
48,2220-2280,1,8.35,25.77,5
48,2220-2280,2,20.97,50.17,10
48,2220-2280,3,24.39,69.99,15
48,2220-2280,4,1.69,17.8,3
48,2220-2280,5,36.36,76,10
48,2220-2280,6,18.47,38.8,5
48,2220-2280,7,20.47,58.59,14
48,2280-2340,1,3.29,30.16,5
48,2280-2340,2,52.87,87.86,18
48,2280-2340,3,23.63,58.49,19
48,2280-2340,4,2.01,11.11,2
48,2280-2340,5,25.46,56.44,7
48,2280-2340,6,10.02,29.96,2
48,2280-2340,7,27.04,57.57,16
48,2340-2400,1,15.82,42.79,13
48,2340-2400,2,83.28,109.81,15
48,2340-2400,3,39.24,97.14,14
48,2340-2400,4,0.07,10.67,1
48,2340-2400,5,39.52,79.78,13
48,2340-2400,6,0.7,5.71,1
48,2340-2400,7,17.48,39.94,8
48,2400-2460,1,19.91,43.96,7
48,2400-2460,2,78.59,116.41,19
48,2400-2460,3,21.71,52.08,12
48,2400-2460,4,0.81,11.3,2
48,2400-2460,5,40.56,81.42,12
48,2400-2460,6,13.25,29.53,5
48,2400-2460,7,5.15,18.13,2
48,2460-2520,1,12.42,49.83,5
48,2460-2520,2,45.35,96.09,11
48,2460-2520,3,17.59,44.97,12
48,2460-2520,4,1.79,18.46,3
48,2460-2520,5,47.32,104.24,16
48,2460-2520,6,5.9,11.49,1
48,2460-2520,7,10.04,38.54,9
48,2520-2580,1,3.08,18.48,7
48,2520-2580,2,68.69,114.9,19
48,2520-2580,3,11.21,44.78,7
48,2520-2580,4,0.04,4.64,1
48,2520-2580,5,85.88,141.82,13
48,2520-2580,6,11.51,25.73,4
48,2520-2580,7,22.54,51.76,9
48,2580-2640,1,6.76,25.52,4
48,2580-2640,2,69.17,114.02,11
48,2580-2640,3,5.2,30.52,3
48,2580-2640,4,2.69,17.61,3
48,2580-2640,5,40.33,91.8,14
48,2580-2640,6,8.43,19.2,4
48,2580-2640,7,34,68.3,23
48,2640-2700,1,10.82,25.44,3
48,2640-2700,2,34.7,44.69,7
48,2640-2700,3,5.99,20.25,6
48,2640-2700,4,0,0,0
48,2640-2700,5,14.48,59.99,5
48,2640-2700,6,6.28,25.44,3
48,2640-2700,7,30.6,57.37,6
48,2700-2760,1,4.63,11.91,2
48,2700-2760,2,10.73,16.97,3
48,2700-2760,3,5.28,39.52,5
48,2700-2760,4,0,0,0
48,2700-2760,5,8.54,39.7,5
48,2700-2760,6,3.99,17.78,4
48,2700-2760,7,14.93,39.03,10
48,2760-2820,1,7.14,18.63,7
48,2760-2820,2,20.05,51.98,9
48,2760-2820,3,9.74,32.62,5
48,2760-2820,4,10.87,29.77,4
48,2760-2820,5,8.41,30.98,5
48,2760-2820,6,0,0,0
48,2760-2820,7,17.97,38.29,8
48,2820-2880,1,6.41,17.75,1
48,2820-2880,2,37.13,59.88,9
48,2820-2880,3,10.76,31.79,4
48,2820-2880,4,0.02,4.65,1
48,2820-2880,5,11.65,29.76,4
48,2820-2880,6,7.56,17.62,3
48,2820-2880,7,12.17,25.56,4
48,2880-2940,1,3.83,10.64,1
48,2880-2940,2,22.64,33.03,7
48,2880-2940,3,4.78,23.84,3
48,2880-2940,4,0.02,5.03,1
48,2880-2940,5,41.41,137.02,16
48,2880-2940,6,0,0,0
48,2880-2940,7,16.22,33.83,5
48,2940-3000,1,3.17,10.9,4
48,2940-3000,2,29.19,40.46,4
48,2940-3000,3,16.9,44.07,10
48,2940-3000,4,0,0,0
48,2940-3000,5,16.62,52.02,8
48,2940-3000,6,19.86,56.92,9
48,2940-3000,7,12.11,37.27,11
48,3000-3060,1,15.7,51.33,9
48,3000-3060,2,11.68,24.66,6
48,3000-3060,3,24.46,57.98,13
48,3000-3060,4,0,0,0
48,3000-3060,5,14.43,51.21,5
48,3000-3060,6,25.08,63.72,7
48,3000-3060,7,19.19,42.57,9
48,3060-3120,1,27.67,89.23,13
48,3060-3120,2,21.36,49.42,9
48,3060-3120,3,26.59,93.05,16
48,3060-3120,4,0.02,5.01,1
48,3060-3120,5,0,0,0
48,3060-3120,6,29.74,57.52,11
48,3060-3120,7,25.38,49.42,13
48,3120-3180,1,8.14,17.74,7
48,3120-3180,2,26.06,37.76,5
48,3120-3180,3,137.63,147.72,21
48,3120-3180,4,1.51,11.63,2
48,3120-3180,5,15.93,59.33,11
48,3120-3180,6,65.14,94.12,13
48,3120-3180,7,15.09,40.1,8
48,3180-3240,1,14.96,40.5,9
48,3180-3240,2,7.41,24.86,6
48,3180-3240,3,68.12,146.13,24
48,3180-3240,4,1.52,10.79,0
48,3180-3240,5,34.5,86.65,12
48,3180-3240,6,84.17,100.61,12
48,3180-3240,7,15.55,46.18,12
48,3240-3300,1,4.14,13.92,3
48,3240-3300,2,7.78,24.8,4
48,3240-3300,3,35.31,84.27,13
48,3240-3300,4,0,0,0
48,3240-3300,5,11.43,37.64,6
48,3240-3300,6,58,87.71,10
48,3240-3300,7,21.84,39.8,8
48,3300-3360,1,9.42,25.68,5
48,3300-3360,2,7.2,19.29,3
48,3300-3360,3,22.56,56.53,14
48,3300-3360,4,1.95,18.14,3
48,3300-3360,5,8.39,30.98,5
48,3300-3360,6,31.04,61.09,7
48,3300-3360,7,27.04,44.11,18
48,3360-3420,1,4.35,27.7,7
48,3360-3420,2,19.94,45.49,10
48,3360-3420,3,26.87,63.79,13
48,3360-3420,4,0,0,0
48,3360-3420,5,21.7,51.37,8
48,3360-3420,6,45.31,88,15
48,3360-3420,7,18.59,42.95,8
48,3420-3480,1,13.91,34.34,3
48,3420-3480,2,25.37,66.32,16
48,3420-3480,3,46.82,106.07,18
48,3420-3480,4,4.12,17.57,3
48,3420-3480,5,29.67,66.67,10
48,3420-3480,6,37.67,76.42,11
48,3420-3480,7,12.12,45.69,9
48,3480-3540,1,3.82,12.41,4
48,3480-3540,2,34.1,42.08,4
48,3480-3540,3,29.14,78.19,20
48,3480-3540,4,2.83,17.65,4
48,3480-3540,5,16.51,43.59,7
48,3480-3540,6,22.74,51.98,7
48,3480-3540,7,18.04,47.45,13
48,3540-3600,1,14.2,37.88,9
48,3540-3600,2,41.07,77.98,12
48,3540-3600,3,27.09,73.03,10
48,3540-3600,4,0.04,6.44,1
48,3540-3600,5,22.81,44.83,6
48,3540-3600,6,11.12,36.27,6
48,3540-3600,7,41.81,80.59,19
48,3600-3660,1,12.08,66.51,9
48,3600-3660,2,44.44,65.65,10
48,3600-3660,3,16,57.49,6
48,3600-3660,4,0,0,0
48,3600-3660,5,46.79,81.92,13
48,3600-3660,6,7.08,25.09,4
48,3600-3660,7,34.77,63.85,9
48,3660-3720,1,26.31,72.19,7
48,3660-3720,2,63.43,107.5,21
48,3660-3720,3,13.07,31.69,8
48,3660-3720,4,0.02,6.23,1
48,3660-3720,5,49.18,139.31,18
48,3660-3720,6,5.7,18.25,4
48,3660-3720,7,29.34,46.17,13
48,3720-3780,1,17.83,47.89,10
48,3720-3780,2,88.52,111.74,13
48,3720-3780,3,10.9,37.56,7
48,3720-3780,4,12.19,52.88,8
48,3720-3780,5,45.89,139.31,9
48,3720-3780,6,7.37,29.37,5
48,3720-3780,7,40.35,71.31,13
48,3780-3840,1,5.51,24.21,8
48,3780-3840,2,111.26,149.31,24
48,3780-3840,3,8.65,32.15,6
48,3780-3840,4,4.16,17.11,3
48,3780-3840,5,20.26,66.45,8
48,3780-3840,6,5.14,18.49,4
48,3780-3840,7,49.54,78.46,14
48,3840-3900,1,13.58,34.5,4
48,3840-3900,2,119.54,155.17,25
48,3840-3900,3,7.71,31.35,6
48,3840-3900,4,1.54,11.75,2
48,3840-3900,5,14.47,58.34,5
48,3840-3900,6,11.43,27.08,4
48,3840-3900,7,64.52,92.67,16
48,3900-3960,1,18.27,38.44,10
48,3900-3960,2,112.05,148.68,19
48,3900-3960,3,2.06,27.33,1
48,3900-3960,4,0.02,4.81,1
48,3900-3960,5,10.29,31.3,5
48,3900-3960,6,15.7,25.72,3
48,3900-3960,7,65.31,89.68,21
48,3960-4020,1,9.4,24.88,3
48,3960-4020,2,85.8,116.48,23
48,3960-4020,3,4.02,11.71,3
48,3960-4020,4,3.19,11.13,2
48,3960-4020,5,10.55,56.56,6
48,3960-4020,6,0.12,5.84,1
48,3960-4020,7,60.26,93.8,16
48,4020-4080,1,4.69,36.42,6
48,4020-4080,2,111.44,137.28,22
48,4020-4080,3,14.18,31.5,8
48,4020-4080,4,3.06,10.79,2
48,4020-4080,5,8.05,23.37,6
48,4020-4080,6,17.41,38.24,7
48,4020-4080,7,46.88,75.3,12
48,4080-4140,1,14.1,32.8,8
48,4080-4140,2,114.96,136.47,18
48,4080-4140,3,10.07,37.12,5
48,4080-4140,4,0,0,0
48,4080-4140,5,12.56,49.54,6
48,4080-4140,6,22.18,42.34,7
48,4080-4140,7,42.54,69.21,13
48,4140-4200,1,8.49,19.93,6
48,4140-4200,2,99.39,120.84,20
48,4140-4200,3,18.25,51.79,9
48,4140-4200,4,0.02,4.84,1
48,4140-4200,5,19.59,50.29,8
48,4140-4200,6,26.25,43.75,8
48,4140-4200,7,28.4,56.25,10
48,4200-4260,1,21.97,45.94,13
48,4200-4260,2,101.65,134.66,27
48,4200-4260,3,32.68,58.15,10
48,4200-4260,4,2.69,11.33,2
48,4200-4260,5,45.05,137.71,14
48,4200-4260,6,19.05,42.92,7
48,4200-4260,7,23.36,38.12,9
48,4260-4320,1,22.3,69.38,9
48,4260-4320,2,115.59,146.97,21
