SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
45,3000-3060,1,18.72,47.73,11
45,3000-3060,2,222.87,247.25,35
45,3000-3060,3,9.99,56.9,5
45,3000-3060,4,2.35,11.7,2
45,3000-3060,5,23.03,72.16,13
45,3000-3060,6,4.54,24.68,4
45,3000-3060,7,105.62,127.22,18
45,3060-3120,1,10.27,29.85,3
45,3060-3120,2,199.45,235.02,34
45,3060-3120,3,7.06,20.96,5
45,3060-3120,4,0.44,10.8,1
45,3060-3120,5,45.93,121.31,17
45,3060-3120,6,10.05,32.36,6
45,3060-3120,7,133.91,235.9,34
45,3120-3180,1,6.35,24.77,8
45,3120-3180,2,169.44,201,28
45,3120-3180,3,7.83,25.32,9
45,3120-3180,4,1.94,17.15,3
45,3120-3180,5,52.56,114.94,15
45,3120-3180,6,10.74,31.44,3
45,3120-3180,7,334.17,437.95,54
45,3180-3240,1,8.78,19.08,5
45,3180-3240,2,176.11,200.36,33
45,3180-3240,3,14.2,37.6,13
45,3180-3240,4,3.47,22.55,2
45,3180-3240,5,28.53,73.33,11
45,3180-3240,6,6.59,12,2
45,3180-3240,7,424.64,463.58,59
45,3240-3300,1,15.08,37.9,7
45,3240-3300,2,207.51,240.34,41
45,3240-3300,3,17.47,38.73,15
45,3240-3300,4,0.97,11.28,1
45,3240-3300,5,37.9,89.11,13
45,3240-3300,6,2.15,11.17,0
45,3240-3300,7,411.23,470.44,52
45,3300-3360,1,18.5,50.88,8
45,3300-3360,2,212.06,225.64,32
45,3300-3360,3,47.95,113,28
45,3300-3360,4,0,0,0
45,3300-3360,5,28.08,71.15,11
45,3300-3360,6,8.5,18.13,5
45,3300-3360,7,383,465.15,62
45,3360-3420,1,21.03,40.3,8
45,3360-3420,2,240.49,267.89,41
45,3360-3420,3,79.27,147.49,24
45,3360-3420,4,0.25,17.32,1
45,3360-3420,5,22.37,61.95,9
45,3360-3420,6,11.85,30.14,5
45,3360-3420,7,387.72,464.4,68
45,3420-3480,1,16.26,31.93,6
45,3420-3480,2,252.9,280.22,48
45,3420-3480,3,80.18,147.46,19
45,3420-3480,4,8.67,33.26,5
45,3420-3480,5,5.36,18.57,3
45,3420-3480,6,14,32.18,4
45,3420-3480,7,393.05,463.67,74
45,3480-3540,1,11.97,58.15,14
45,3480-3540,2,273.49,294.46,41
45,3480-3540,3,143.23,147.23,26
45,3480-3540,4,1.7,10.35,2
45,3480-3540,5,30.8,67.57,11
45,3480-3540,6,21.19,50.73,12
45,3480-3540,7,330.13,439.01,64
45,3540-3600,1,52.55,124.83,18
45,3540-3600,2,285.26,331.59,47
45,3540-3600,3,143.58,147.66,22
45,3540-3600,4,0.05,4.86,1
45,3540-3600,5,77.81,139.33,19
45,3540-3600,6,50.52,79.71,10
45,3540-3600,7,263.19,356.74,67
45,3600-3660,1,17.85,62.96,10
45,3600-3660,2,281.9,295.38,10
45,3600-3660,3,84.57,153.11,29
45,3600-3660,4,11.78,39.15,11
45,3600-3660,5,114.26,138.55,9
45,3600-3660,6,30.18,52.42,9
45,3600-3660,7,312.58,464.45,69
45,3660-3720,1,24.9,68.47,7
45,3660-3720,2,316.09,332.15,43
45,3660-3720,3,75.08,147.67,19
45,3660-3720,4,0.03,5.39,1
45,3660-3720,5,36.19,74.84,11
45,3660-3720,6,23.01,45.44,6
45,3660-3720,7,136.88,207.96,47
45,3720-3780,1,22.42,95.07,14
45,3720-3780,2,278.66,329.21,45
45,3720-3780,3,94.59,147.51,21
45,3720-3780,4,1.44,11.8,2
45,3720-3780,5,72.25,140.06,19
45,3720-3780,6,13.18,31.54,5
45,3720-3780,7,230,331,58
45,3780-3840,1,13.27,45.87,6
45,3780-3840,2,274.49,303.27,26
45,3780-3840,3,22.26,78.84,7
45,3780-3840,4,8.9,44.06,7
45,3780-3840,5,59.81,139.23,10
45,3780-3840,6,1.46,11.52,3
45,3780-3840,7,332.67,370.74,45
45,3840-3900,1,9.37,31.41,7
45,3840-3900,2,312.18,339.37,53
45,3840-3900,3,18.16,51.83,10
45,3840-3900,4,2.29,11.48,2
45,3840-3900,5,40.67,88.29,14
45,3840-3900,6,18.78,30.93,3
45,3840-3900,7,389.28,476.07,63
45,3900-3960,1,15.67,30.22,2
45,3900-3960,2,337.41,361.46,47
45,3900-3960,3,19.95,63.9,12
45,3900-3960,4,2.26,12.11,2
45,3900-3960,5,69.15,139.68,13
45,3900-3960,6,17.57,25.92,5
45,3900-3960,7,371.15,474.16,63
45,3960-4020,1,5.32,12.79,5
45,3960-4020,2,349.04,371.83,57
45,3960-4020,3,29.01,63.64,17
45,3960-4020,4,5.26,18.38,3
45,3960-4020,5,7.76,34.83,3
45,3960-4020,6,6.49,26.35,7
45,3960-4020,7,389.88,474.62,63
45,4020-4080,1,13.8,31.42,9
45,4020-4080,2,344.07,377.27,54
45,4020-4080,3,10.78,56.38,2
45,4020-4080,4,4.91,19.52,3
45,4020-4080,5,4.97,40.73,4
45,4020-4080,6,17.82,45.49,7
45,4020-4080,7,381.25,468.79,72
45,4080-4140,1,13.69,56.26,6
45,4080-4140,2,334.92,372.21,61
45,4080-4140,3,14.94,45.99,11
45,4080-4140,4,0,0,0
45,4080-4140,5,12.41,29.43,8
45,4080-4140,6,1.88,5.59,2
45,4080-4140,7,371.92,437.07,50
45,4140-4200,1,21.19,59.37,18
45,4140-4200,2,320.75,348.25,51
45,4140-4200,3,24.28,50.02,13
45,4140-4200,4,4.36,18.97,3
45,4140-4200,5,49.02,138.26,20
45,4140-4200,6,14.22,43.22,8
45,4140-4200,7,216.53,422.47,40
45,4200-4260,1,24.81,65.66,16
45,4200-4260,2,313.74,337.83,45
45,4200-4260,3,20.69,56.34,7
45,4200-4260,4,0.02,4.68,1
45,4200-4260,5,29.11,65.52,10
45,4200-4260,6,13.48,24.71,4
45,4200-4260,7,85.11,157.95,13
45,4260-4320,1,20.1,42.8,6
45,4260-4320,2,293.65,333.65,54
45,4260-4320,3,17.85,57.36,11
45,4260-4320,4,1.27,11.57,2
45,4260-4320,5,50.43,121.23,17
45,4260-4320,6,7.26,23.88,2
45,4260-4320,7,42.65,64.63,8
45,4320-4380,1,5.58,20.21,9
45,4320-4380,2,300.37,328.36,45
45,4320-4380,3,16.42,56.61,7
45,4320-4380,4,0.45,10.73,1
45,4320-4380,5,48.05,109.41,12
45,4320-4380,6,9.62,24.94,4
45,4320-4380,7,15.76,30.22,6
45,4380-4440,1,16.94,39.92,9
45,4380-4440,2,311.94,348.7,50
45,4380-4440,3,19.12,50.63,14
45,4380-4440,4,0.02,3.86,1
45,4380-4440,5,21.66,60.42,9
45,4380-4440,6,13.54,51.06,7
45,4380-4440,7,30.81,62.61,15
45,4440-4500,1,21.24,41.56,8
45,4440-4500,2,309.76,347.72,63
45,4440-4500,3,18.97,56.91,8
45,4440-4500,4,1.56,16.86,2
45,4440-4500,5,18.49,57.1,7
45,4440-4500,6,10.91,34.06,7
45,4440-4500,7,27.25,46.2,7
46,900-960,1,17.58,31.27,3
46,900-960,2,54.37,63.39,8
46,900-960,3,37.75,91.11,19
46,900-960,4,3.45,18.3,3
46,900-960,5,31.72,64.13,10
46,900-960,6,101.16,136.41,18
46,900-960,7,72.81,94.01,18
46,960-1020,1,14.75,39.6,10
46,960-1020,2,28.22,43.65,9
46,960-1020,3,126.48,147.66,32
46,960-1020,4,1.1,10.24,2
46,960-1020,5,17.43,37.9,6
46,960-1020,6,86.98,109.96,14
46,960-1020,7,75.91,104.19,25
46,1020-1080,1,11.84,53.04,7
46,1020-1080,2,11.9,18.23,3
46,1020-1080,3,74.44,147.11,18
46,1020-1080,4,4.52,19.45,3
46,1020-1080,5,50.67,110.44,17
46,1020-1080,6,84.11,110.58,16
46,1020-1080,7,169.63,263,48
46,1080-1140,1,14.14,31.72,8
46,1080-1140,2,0.71,5.76,2
46,1080-1140,3,15.67,72.94,12
46,1080-1140,4,47.47,107.93,12
46,1080-1140,5,53.97,133.67,13
46,1080-1140,6,73.8,102.33,17
46,1080-1140,7,263.66,317.84,44
46,1140-1200,1,10.15,19.91,4
46,1140-1200,2,0.33,5.69,2
46,1140-1200,3,29.01,79.28,19
46,1140-1200,4,6.93,107.04,3
46,1140-1200,5,8.91,106.81,4
46,1140-1200,6,57.11,81.51,8
46,1140-1200,7,223.82,375.35,38
46,1200-1260,1,7.87,30.53,4
46,1200-1260,2,14.16,31.8,5
46,1200-1260,3,51.36,121.9,32
46,1200-1260,4,1.75,11.39,2
46,1200-1260,5,11.52,22.78,4
46,1200-1260,6,28.7,57.29,8
46,1200-1260,7,95.78,125.61,37
46,1260-1320,1,18.02,55.68,8
46,1260-1320,2,9.38,23.49,3
46,1260-1320,3,39.18,97.06,23
46,1260-1320,4,0.02,4.64,1
46,1260-1320,5,27.54,71.56,10
46,1260-1320,6,11.73,24.67,3
46,1260-1320,7,85.48,114.21,29
46,1320-1380,1,16.75,37.67,3
46,1320-1380,2,8.05,12.49,3
46,1320-1380,3,29.37,86.89,16
46,1320-1380,4,0.58,11.76,2
46,1320-1380,5,22.79,89.61,8
46,1320-1380,6,23.42,50.28,11
46,1320-1380,7,235.89,343.17,50
46,1380-1440,1,1.63,11.97,5
46,1380-1440,2,21.19,44.35,8
46,1380-1440,3,19.56,51.58,7
46,1380-1440,4,0,0,0
46,1380-1440,5,25.91,56.68,10
46,1380-1440,6,18.9,51.68,9
46,1380-1440,7,414.31,463.05,52
46,1440-1500,1,9.9,26.59,3
46,1440-1500,2,11.56,32.59,6
46,1440-1500,3,11.13,35.54,7
46,1440-1500,4,0.02,4.56,1
46,1440-1500,5,25.36,100.55,10
46,1440-1500,6,60.58,99.13,15
46,1440-1500,7,415.81,464.76,62
46,1500-1560,1,31.08,56.67,13
46,1500-1560,2,15.82,24.85,5
46,1500-1560,3,17.05,34.22,13
46,1500-1560,4,0.74,13.36,2
46,1500-1560,5,3.85,11.17,2
46,1500-1560,6,56.24,98.32,11
46,1500-1560,7,418.57,463.93,61
46,1560-1620,1,27.16,50.16,11
46,1560-1620,2,22.21,55.42,13
46,1560-1620,3,23.34,61.94,17
46,1560-1620,4,0,0,0
46,1560-1620,5,3.17,23.6,2
46,1560-1620,6,32.41,83.51,15
46,1560-1620,7,392.87,461.9,49
46,1620-1680,1,16.91,52.56,12
46,1620-1680,2,32.08,49.44,8
46,1620-1680,3,29.76,68.47,13
46,1620-1680,4,0.79,11.34,2
46,1620-1680,5,2.69,17.72,4
46,1620-1680,6,67.57,95.99,15
46,1620-1680,7,230.13,460.87,50
46,1680-1740,1,8.18,32.7,2
46,1680-1740,2,28.18,49.76,9
46,1680-1740,3,18.07,43.59,7
46,1680-1740,4,0,0,0
46,1680-1740,5,7.24,29.43,5
46,1680-1740,6,55.91,88.68,14
46,1680-1740,7,444.81,469.33,46
46,1740-1800,1,3.09,27.21,7
46,1740-1800,2,23.67,65.06,7
46,1740-1800,3,13.71,38.62,7
46,1740-1800,4,0.02,4.63,1
46,1740-1800,5,18.19,61.92,9
46,1740-1800,6,59.92,95.36,10
46,1740-1800,7,417.44,464.97,62
46,1800-1860,1,21.8,38.3,9
46,1800-1860,2,54.89,85.17,14
46,1800-1860,3,27.16,78.1,14
46,1800-1860,4,1.39,11.56,2
46,1800-1860,5,51.06,126.2,18
46,1800-1860,6,46.06,72.85,10
46,1800-1860,7,430.58,465.74,52
46,1860-1920,1,17.86,37.45,9
46,1860-1920,2,46.84,65.65,10
46,1860-1920,3,134.31,148.65,26
46,1860-1920,4,0.95,10.63,0
46,1860-1920,5,28.07,68.55,10
46,1860-1920,6,54.31,71.98,7
46,1860-1920,7,415.67,468.68,67
46,1920-1980,1,16.3,41.65,8
46,1920-1980,2,34.43,65.89,10
46,1920-1980,3,47.61,147.78,16
46,1920-1980,4,0.55,10.96,3
46,1920-1980,5,60.07,118.05,15
46,1920-1980,6,53.24,82.84,13
46,1920-1980,7,338.04,468.59,23
46,1980-2040,1,5.12,32.24,6
46,1980-2040,2,35.6,45.7,9
46,1980-2040,3,49.57,115.39,22
46,1980-2040,4,1.91,10.12,0
46,1980-2040,5,63.6,140.28,17
46,1980-2040,6,57.65,68.2,11
46,1980-2040,7,295.4,468.84,67
46,2040-2100,1,10.09,31.34,7
46,2040-2100,2,32.33,49.57,7
46,2040-2100,3,56.94,119.96,22
46,2040-2100,4,0.09,9.74,3
46,2040-2100,5,83.75,139.54,16
46,2040-2100,6,58.75,71.67,14
46,2040-2100,7,401.92,466.43,42
46,2100-2160,1,7.3,24.7,3
46,2100-2160,2,54.43,68.55,8
46,2100-2160,3,60.93,116.8,45
46,2100-2160,4,5.34,23.29,2
46,2100-2160,5,27.45,137.83,7
46,2100-2160,6,41.18,72.04,12
46,2100-2160,7,365.05,460.71,55
46,2160-2220,1,10.11,23.87,9
46,2160-2220,2,57.14,89.09,17
46,2160-2220,3,144.56,147.1,27
46,2160-2220,4,0,0,0
46,2160-2220,5,51,105.38,14
46,2160-2220,6,24.48,42.08,7
46,2160-2220,7,283.57,469.3,72
46,2220-2280,1,12.89,23,4
46,2220-2280,2,89.41,109.04,17
46,2220-2280,3,146.77,147.69,25
46,2220-2280,4,3.68,17.14,3
46,2220-2280,5,9.81,24.42,4
46,2220-2280,6,50.46,73.59,17
46,2220-2280,7,450.33,466.17,46
46,2280-2340,1,9.57,23.71,8
46,2280-2340,2,59.03,108.1,16
46,2280-2340,3,68.69,147.55,22
46,2280-2340,4,0.02,4.79,1
46,2280-2340,5,28.86,54.72,8
46,2280-2340,6,55.06,75.42,13
46,2280-2340,7,393.21,473.66,59
46,2340-2400,1,5.17,21.37,5
46,2340-2400,2,37.58,52.17,10
46,2340-2400,3,63.44,145.63,28
46,2340-2400,4,3.62,23.62,4
46,2340-2400,5,31.69,68.18,10
46,2340-2400,6,58.99,86.97,15
46,2340-2400,7,240.82,432.77,76
46,2400-2460,1,15.67,32.04,6
46,2400-2460,2,19.1,34.7,5
46,2400-2460,3,83.36,147.65,25
46,2400-2460,4,0.05,4.98,1
46,2400-2460,5,29.07,51.12,8
46,2400-2460,6,61.65,87.37,10
46,2400-2460,7,462.8,465.17,51
46,2460-2520,1,29.38,76.28,15
46,2460-2520,2,13.13,30.61,7
46,2460-2520,3,66.32,147.61,18
46,2460-2520,4,10.27,44.1,7
46,2460-2520,5,25.16,62.19,7
46,2460-2520,6,43.9,77.96,12
46,2460-2520,7,238.17,463.93,66
46,2520-2580,1,10.02,34.26,5
46,2520-2580,2,12.14,31.85,6
46,2520-2580,3,82.35,147.91,31
46,2520-2580,4,0.65,11.26,2
46,2520-2580,5,38.74,86.1,13
46,2520-2580,6,42.97,65.08,9
46,2520-2580,7,139.05,226.49,38
46,2580-2640,1,3.84,17.08,4
46,2580-2640,2,4.62,18.41,3
46,2580-2640,3,83.14,147.24,21
46,2580-2640,4,7.9,30.22,5
46,2580-2640,5,39.53,124.64,10
46,2580-2640,6,31.98,50.29,7
46,2580-2640,7,354.83,462.18,78
46,2640-2700,1,12.48,32.71,10
46,2640-2700,2,2.55,6.37,2
46,2640-2700,3,120.22,147.21,18
46,2640-2700,4,0.02,5.16,1
46,2640-2700,5,11.55,49.69,6
46,2640-2700,6,14.75,24.73,3
46,2640-2700,7,419.35,468.94,84
46,2700-2760,1,8.1,38.12,2
46,2700-2760,2,11.88,26.39,5
46,2700-2760,3,71.14,147.22,25
46,2700-2760,4,1.62,23.75,2
46,2700-2760,5,14.98,56.7,5
46,2700-2760,6,7.67,17.86,3
46,2700-2760,7,404.73,468.61,81
46,2760-2820,1,3.57,11.74,4
46,2760-2820,2,7.49,18.16,4
46,2760-2820,3,61.3,146.64,27
46,2760-2820,4,0.02,5.13,1
46,2760-2820,5,10.14,44.9,5
46,2760-2820,6,2.77,11.75,2
46,2760-2820,7,430.47,465.07,56
46,2820-2880,1,14.19,31.33,4
46,2820-2880,2,3.26,5.86,2
46,2820-2880,3,35.35,75.85,20
46,2820-2880,4,0.03,6.36,1
46,2820-2880,5,3.63,23.4,1
46,2820-2880,6,7.68,20.87,5
46,2820-2880,7,233.17,462.98,50
46,2880-2940,1,0.83,13.77,2
46,2880-2940,2,11.24,24.29,5
46,2880-2940,3,10.14,43.52,11
46,2880-2940,4,0.02,4.82,1
46,2880-2940,5,2.24,18.38,3
46,2880-2940,6,0.5,10.97,3
46,2880-2940,7,423.76,462.83,55
46,2940-3000,1,3.74,30.14,5
46,2940-3000,2,21.35,57.34,13
46,2940-3000,3,11.06,33.38,5
46,2940-3000,4,0,0,0
46,2940-3000,5,7.38,23.9,5
46,2940-3000,6,7.79,19.04,4
46,2940-3000,7,415.3,460.99,66
46,3000-3060,1,9.52,43.35,7
46,3000-3060,2,36.5,58.25,8
46,3000-3060,3,19.65,51.14,9
46,3000-3060,4,0.01,3.74,1
46,3000-3060,5,24.55,79.42,8
46,3000-3060,6,8.35,26.32,4
46,3000-3060,7,426.91,468.75,58
46,3060-3120,1,18.63,62.69,6
46,3060-3120,2,40.41,50.94,8
46,3060-3120,3,33.5,77.46,17
46,3060-3120,4,0,0,0
46,3060-3120,5,2.9,17.59,4
46,3060-3120,6,11.87,46.45,7
46,3060-3120,7,426.32,468.58,60
46,3120-3180,1,10.44,25.4,8
46,3120-3180,2,27.27,44.65,10
46,3120-3180,3,22.19,52.88,14
46,3120-3180,4,0.98,11.73,2
46,3120-3180,5,8.26,42.67,6
46,3120-3180,6,13.07,52.57,4
46,3120-3180,7,418.32,469.35,57
46,3180-3240,1,10.39,25.28,5
46,3180-3240,2,37.52,57.24,7
46,3180-3240,3,22.07,61.05,11
46,3180-3240,4,1.6,10.87,1
46,3180-3240,5,39.46,96.97,16
46,3180-3240,6,5.9,30.61,4
46,3180-3240,7,404.72,463.7,74
46,3240-3300,1,15.47,32.93,7
46,3240-3300,2,41.41,62.09,13
46,3240-3300,3,11.47,47.23,7
46,3240-3300,4,3.97,30.83,4
46,3240-3300,5,8.17,29.88,4
46,3240-3300,6,3.59,12.5,3
46,3240-3300,7,424.03,460.98,65
46,3300-3360,1,18.15,43.08,6
46,3300-3360,2,24.48,31.67,3
46,3300-3360,3,11.38,32.94,4
46,3300-3360,4,0.82,11.49,2
46,3300-3360,5,16.78,49.13,6
46,3300-3360,6,3,18.29,4
46,3300-3360,7,427.8,461.82,63
46,3360-3420,1,5.8,23.17,3
46,3360-3420,2,15.54,38.88,8
46,3360-3420,3,17.18,52.42,8
46,3360-3420,4,0.45,10.05,2
46,3360-3420,5,31.79,93.44,13
46,3360-3420,6,5.54,17.46,1
46,3360-3420,7,426.95,468.74,69
46,3420-3480,1,1.82,12.27,3
46,3420-3480,2,15.92,32.28,4
46,3420-3480,3,15.97,51.59,5
46,3420-3480,4,2.92,18.56,3
46,3420-3480,5,17.31,48.58,8
46,3420-3480,6,9.85,30.45,8
46,3420-3480,7,437.1,466.54,63
46,3480-3540,1,5.06,19.14,4
46,3480-3540,2,9.59,23.29,4
46,3480-3540,3,9.31,38.06,7
46,3480-3540,4,0.01,4.84,1
46,3480-3540,5,32.27,64.15,10
46,3480-3540,6,13.44,29.6,1
46,3480-3540,7,413.84,460.62,65
46,3540-3600,1,8.27,24.27,6
46,3540-3600,2,20,38.44,6
46,3540-3600,3,12.64,44.38,7
46,3540-3600,4,0,0,0
46,3540-3600,5,45.27,87.25,14
46,3540-3600,6,4.91,18.98,4
46,3540-3600,7,421.76,468.62,68
46,3600-3660,1,5.34,18.25,5
46,3600-3660,2,4.62,13.83,2
46,3600-3660,3,26.04,80.14,14
46,3600-3660,4,3.37,25.14,4
46,3600-3660,5,34.93,62.29,10
46,3600-3660,6,19.68,46.12,7
46,3600-3660,7,372.83,466.4,39
46,3660-3720,1,15.57,37.34,8
46,3660-3720,2,47.41,73.75,13
46,3660-3720,3,72.58,147.03,25
46,3660-3720,4,0,0,0
46,3660-3720,5,16.25,51.25,6
46,3660-3720,6,13.14,39.04,4
46,3660-3720,7,85.34,122.11,23
46,3720-3780,1,21.88,50.41,9
46,3720-3780,2,59.22,90.25,14
46,3720-3780,3,75.71,147.48,16
46,3720-3780,4,0.01,4.6,1
46,3720-3780,5,47.4,105.35,14
46,3720-3780,6,8.53,24.66,6
46,3720-3780,7,103.72,146.77,55
46,3780-3840,1,9.97,24.58,6
46,3780-3840,2,59.9,95.9,14
46,3780-3840,3,100.75,148.62,20
46,3780-3840,4,2.31,16.76,3
46,3780-3840,5,59.2,137.73,12
46,3780-3840,6,7.18,29.79,3
46,3780-3840,7,241.75,368,67
46,3840-3900,1,11.28,28.24,8
46,3840-3900,2,39.54,93.92,11
46,3840-3900,3,60.02,147.42,20
46,3840-3900,4,3.25,11.24,2
46,3840-3900,5,24.72,88.67,9
46,3840-3900,6,6.99,30.32,5
46,3840-3900,7,421.83,464.23,83
46,3900-3960,1,22.53,42.42,7
46,3900-3960,2,23.29,38.89,7
46,3900-3960,3,59.74,159.23,23
46,3900-3960,4,0.03,5.16,1
46,3900-3960,5,9.52,46.25,4
46,3900-3960,6,15.43,40.69,8
46,3900-3960,7,380.87,464.86,62
46,3960-4020,1,5.21,37.39,5
46,3960-4020,2,13.72,32.52,6
46,3960-4020,3,74.41,147.21,24
46,3960-4020,4,0.03,5.39,1
46,3960-4020,5,14.69,31.56,6
46,3960-4020,6,7.9,30.71,6
46,3960-4020,7,254.74,468.75,71
46,4020-4080,1,6.55,18.58,8
46,4020-4080,2,11.9,23.47,6
46,4020-4080,3,43.83,108.27,14
46,4020-4080,4,0,0,0
46,4020-4080,5,19.38,58.17,10
46,4020-4080,6,10.15,19.22,3
46,4020-4080,7,464.61,468.39,36
46,4080-4140,1,8.49,25.34,5
46,4080-4140,2,2.5,18.24,4
46,4080-4140,3,20.1,55.14,15
46,4080-4140,4,0.04,4.98,1
46,4080-4140,5,14.37,43.52,4
46,4080-4140,6,13.9,30.06,5
46,4080-4140,7,433.44,467.11,52
46,4140-4200,1,8.24,24.95,5
46,4140-4200,2,7.34,11.72,3
46,4140-4200,3,29.39,61.52,13
46,4140-4200,4,0,0,0
46,4140-4200,5,16.24,62.8,9
46,4140-4200,6,6.59,19.45,5
46,4140-4200,7,379.38,466.22,67
46,4200-4260,1,12.42,44.63,9
46,4200-4260,2,8.36,18.9,3
46,4200-4260,3,27.94,51.9,10
46,4200-4260,4,0,0,0
46,4200-4260,5,11.5,22.47,6
46,4200-4260,6,4.96,11.66,2
46,4200-4260,7,401.07,467.01,62
46,4260-4320,1,22,77.95,7
46,4260-4320,2,4.99,17.6,3
46,4260-4320,3,18.27,50.99,6
46,4260-4320,4,0,0,0
46,4260-4320,5,16.15,35.59,5
46,4260-4320,6,7.42,26.15,4
46,4260-4320,7,391.75,462.11,65
46,4320-4380,1,4.11,12.43,2
46,4320-4380,2,8.26,19.22,4
46,4320-4380,3,12.26,42.36,8
46,4320-4380,4,0,0,0
46,4320-4380,5,18.64,50.77,7
46,4320-4380,6,10.79,41.43,8
46,4320-4380,7,420.75,464.17,55
46,4380-4440,1,2.43,24.66,5
46,4380-4440,2,0.11,5.34,1
46,4380-4440,3,29.55,79.03,16
46,4380-4440,4,0,0,0
46,4380-4440,5,18.36,56.78,7
46,4380-4440,6,20.9,54.32,8
46,4380-4440,7,390.72,462.69,54
46,4440-4500,1,11.31,28.22,5
46,4440-4500,2,7.19,31.38,4
46,4440-4500,3,67.61,146.62,24
46,4440-4500,4,0,0,0
46,4440-4500,5,19.58,68.13,10
46,4440-4500,6,11.7,30.65,3
46,4440-4500,7,326.65,466.22,52
47,900-960,1,2.64,11.16,3
47,900-960,2,37.06,50.47,12
47,900-960,3,48.79,116.11,16
47,900-960,4,0.52,11.64,2
47,900-960,5,38.7,84.35,13
47,900-960,6,14.16,31.39,6
47,900-960,7,51.43,89.76,9
47,960-1020,1,4.29,12.19,1
47,960-1020,2,30.38,51.05,9
47,960-1020,3,16.72,63.2,9
47,960-1020,4,0.02,4.6,1
47,960-1020,5,19.87,42.92,5
47,960-1020,6,17.16,50.74,4
47,960-1020,7,26.73,62.53,8
47,1020-1080,1,3.4,12.53,4
47,1020-1080,2,23.88,56.72,9
47,1020-1080,3,35.98,88.98,13
47,1020-1080,4,3.78,17.9,3
47,1020-1080,5,13.96,37.44,6
47,1020-1080,6,6.46,31.8,5
47,1020-1080,7,11.81,29.06,5
47,1080-1140,1,5.46,19.05,5
47,1080-1140,2,21.39,45.3,7
47,1080-1140,3,16.68,63.72,7
47,1080-1140,4,8.72,38.28,5
47,1080-1140,5,6.65,29.49,4
47,1080-1140,6,2.58,11.37,3
47,1080-1140,7,15.54,44.84,8
47,1140-1200,1,11.99,32.07,6
47,1140-1200,2,11.95,24.47,7
47,1140-1200,3,14.45,30.96,7
47,1140-1200,4,3.62,24.56,4
47,1140-1200,5,28.08,50.3,8
47,1140-1200,6,0.08,5.66,1
47,1140-1200,7,13.45,38.79,10
47,1200-1260,1,9.7,52.74,11
47,1200-1260,2,8.35,18.83,6
47,1200-1260,3,15.55,43.97,16
47,1200-1260,4,0.02,4.49,1
47,1200-1260,5,18.04,37.23,6
47,1200-1260,6,15.97,39.34,7
47,1200-1260,7,15.01,50.63,5
47,1260-1320,1,33.71,79.31,10
47,1260-1320,2,29.59,50.81,13
47,1260-1320,3,39.57,124.26,20
47,1260-1320,4,0.02,4.58,1
47,1260-1320,5,45.59,139.92,16
47,1260-1320,6,20.2,47.41,8
47,1260-1320,7,6.83,24.82,7
47,1320-1380,1,15.2,44.7,9
47,1320-1380,2,35.72,48.69,6
47,1320-1380,3,146.45,147.42,14
47,1320-1380,4,2.75,17.25,3
47,1320-1380,5,128.95,139.46,18
47,1320-1380,6,8.83,19.55,4
47,1320-1380,7,52.66,80.43,14
47,1380-1440,1,35.24,76.12,19
47,1380-1440,2,26.79,43.04,6
47,1380-1440,3,146.8,147.4,17
47,1380-1440,4,3.42,30.01,5
47,1380-1440,5,118.05,139.97,10
47,1380-1440,6,3.42,17.85,1
47,1380-1440,7,75.82,105.06,22
47,1440-1500,1,42.5,52.6,21
47,1440-1500,2,21.17,45.7,8
47,1440-1500,3,134.73,147.71,20
47,1440-1500,4,0,0,0
47,1440-1500,5,116.09,140.37,10
47,1440-1500,6,11.35,31.45,6
47,1440-1500,7,153,249.66,23
47,1500-1560,1,95.66,143.51,23
47,1500-1560,2,57.91,69.72,6
47,1500-1560,3,65.74,121.9,20
47,1500-1560,4,0.03,5.4,1
47,1500-1560,5,84.75,139.7,14
47,1500-1560,6,10.18,17.86,3
47,1500-1560,7,203.36,289.67,50
47,1560-1620,1,121.32,174.86,37
47,1560-1620,2,46.82,62.79,11
47,1560-1620,3,104.9,147.77,23
47,1560-1620,4,5.04,24.34,4
47,1560-1620,5,71.26,147.9,13
47,1560-1620,6,8.64,24.88,5
47,1560-1620,7,379.7,446.57,97
47,1620-1680,1,129.31,174.28,31
47,1620-1680,2,51.97,71.61,12
47,1620-1680,3,106.82,147.02,24
47,1620-1680,4,0,0,0
47,1620-1680,5,119.36,140.27,19
47,1620-1680,6,26.67,53.65,10
47,1620-1680,7,409.63,462.82,72
47,1680-1740,1,173.45,223.81,42
47,1680-1740,2,53.02,69.76,11
47,1680-1740,3,132.7,148.77,30
47,1680-1740,4,5.75,37.94,6
47,1680-1740,5,99.71,140.06,12
47,1680-1740,6,8.58,52.76,4
47,1680-1740,7,244.75,468.56,48
47,1740-1800,1,222.77,281.73,44
47,1740-1800,2,41.25,59.25,8
47,1740-1800,3,67.98,146.58,37
47,1740-1800,4,4.66,37.05,2
47,1740-1800,5,51.03,134.72,20
47,1740-1800,6,7.57,23.63,3
47,1740-1800,7,146.07,257.17,25
47,1800-1860,1,108.11,280.87,42
47,1800-1860,2,36.94,55.79,9
47,1800-1860,3,81.18,146.28,18
47,1800-1860,4,0.44,10.6,1
47,1800-1860,5,67.76,137.69,15
